# category|path|normalized source line|expected count|owner/reason
android-lifecycle-fence|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRRecyclerView.kt|return if (overScrollHandler?.onTouchEvent(e) == true) {|1|android-terminal-lifecycle-funnel
android-lifecycle-fence|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRRecyclerView.kt|super.onDestroy()|1|android-terminal-lifecycle-funnel
android-lifecycle-fence|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRRecyclerView.kt|super.onTouchEvent(e)|1|android-terminal-lifecycle-funnel
android-lifecycle-fence|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRRecyclerView.kt|val operation = installNativeWriteOperation(callback)|2|android-terminal-lifecycle-funnel
android-lifecycle-fence|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/OverScrollHandler.kt|fun onTouchEvent(event: MotionEvent): Boolean {|1|android-terminal-lifecycle-funnel
android-lifecycle-fence|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/OverScrollHandler.kt|fun prepareForComposeReuse() {|1|android-terminal-lifecycle-funnel
android-physical-writer|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRPagerSnapHelper.kt|krRecyclerView?.stopScroll()|1|android-native-operation-arbiter
android-physical-writer|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRRecyclerView.kt|handler.bounceWithContentInset(contentInset)|2|android-native-operation-arbiter
android-physical-writer|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRRecyclerView.kt|handler.bounceWithContentInset(inset)|1|android-native-operation-arbiter
android-physical-writer|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRRecyclerView.kt|oh.bounceWithContentInset(contentInset ?: KRRecyclerContentViewContentInset(kuiklyRenderContext))|1|android-native-operation-arbiter
android-physical-writer|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRRecyclerView.kt|super.smoothScrollToPosition(position)|1|android-native-operation-arbiter
android-physical-writer|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRRecyclerView.kt|target.stopScroll()|2|android-native-operation-arbiter
android-physical-writer|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRScrollAnimationManager.kt|recyclerView.scrollBy(0, delta)|1|android-native-operation-arbiter
android-physical-writer|core-render-android/src/main/java/com/tencent/kuikly/core/render/android/expand/component/list/KRScrollAnimationManager.kt|recyclerView.scrollBy(delta, 0)|1|android-native-operation-arbiter
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/drawer/DrawerInternalPagerState.kt|kuiklyInfo.currentContentSize = requiredContentSize|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/drawer/DrawerInternalPagerState.kt|state.kuiklyInfo.currentContentSize = it[4] as Int|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/drawer/MoveableDrawer.kt|internalState.kuiklyInfo.currentContentSize = closedOffsetPx * 3|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/lazy/LazyListState.kt|state.kuiklyInfo.currentContentSize = it[3]|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/lazy/grid/LazyGridState.kt|state.kuiklyInfo.currentContentSize = it[3]|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/lazy/staggeredgrid/LazyStaggeredGridState.kt|state.kuiklyInfo.currentContentSize = bridge[1]|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/pager/PagerState.kt|kuiklyInfo.currentContentSize = requiredContentSize|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/pager/PagerState.kt|state.kuiklyInfo.currentContentSize = it[4] as Int|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/gestures/KuiklyScrollInfo.kt|currentContentSize = (DEFAULT_CONTENT_SIZE * getDensity()).toInt()|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/scroller/ContentSizeExtensions.kt|currentContentSize += (delta - maxDelta + minDelta)|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/scroller/ContentSizeExtensions.kt|currentContentSize += minDelta|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/scroller/ContentSizeExtensions.kt|currentContentSize = calculateContentSize()|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/scroller/ContentSizeExtensions.kt|currentContentSize = previousContentSize|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/scroller/ContentSizeExtensions.kt|kuiklyInfo.currentContentSize = maxOf(newContentSize, requiredContentSize)|1|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/scroller/ContentSizeExtensions.kt|kuiklyInfo.currentContentSize = newContentSize|2|compose-viewport-resource-owner
compose-content-size|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/ui/node/KNode.kt|val currentContentSize = kuiklyInfo.currentContentSize // already in pixel units|1|compose-viewport-resource-owner
compose-frame-writer|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/gestures/KuiklyScrollInfo.kt|scrollView?.contentView?.setFrameToRenderView(frame)|1|compose-frame-resource-owner
compose-frame-writer|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/ui/node/KNode.kt|applyFrame = { frame -> setFrameToRenderView(frame) },|1|compose-frame-resource-owner
compose-frame-writer|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/ui/node/KNode.kt|setFrameToRenderView(densityFrame)|1|compose-frame-resource-owner
compose-frame-writer|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/views/ScrollViewEx.kt|val applyFrame = { frame: Frame -> subview.setFrameToRenderView(frame) }|1|compose-frame-resource-owner
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/drawer/DrawerInternalPagerState.kt|kuiklyInfo.composeOffset = correctTargetOffset.toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/drawer/DrawerInternalPagerState.kt|kuiklyInfo.composeOffset = fallbackOffset.toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/drawer/DrawerInternalPagerState.kt|kuiklyInfo.composeOffset = relocatedTargetOffset.toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/drawer/DrawerInternalPagerState.kt|state.kuiklyInfo.composeOffset = (it[3] as Int).toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/drawer/MoveableDrawer.kt|internalState.kuiklyInfo.composeOffset = closedOffsetPx.toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/lazy/LazyListState.kt|state.kuiklyInfo.composeOffset = it[2].toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/lazy/grid/LazyGridState.kt|state.kuiklyInfo.composeOffset = it[2].toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/lazy/staggeredgrid/LazyStaggeredGridState.kt|state.kuiklyInfo.composeOffset = bridge[0].toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/pager/PagerState.kt|kuiklyInfo.composeOffset = correctTargetOffset.toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/pager/PagerState.kt|kuiklyInfo.composeOffset = fallbackOffset.toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/pager/PagerState.kt|kuiklyInfo.composeOffset = relocatedTargetOffset.toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/pager/PagerState.kt|kuiklyInfo.composeOffset = targetBoundaryOffset.toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/pager/PagerState.kt|state.kuiklyInfo.composeOffset = (it[3] as Int).toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/gestures/KuiklyScrollInfo.kt|composeOffset = 0f|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/gestures/KuiklyScrollInfo.kt|composeOffset = physicalOffset.toFloat()|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/gestures/KuiklyScrollInfo.kt|var composeOffset = 0f|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/scroller/ScrollableStateExtensions.kt|kuiklyInfo.composeOffset = if (kuiklyInfo.orientation == Orientation.Vertical) {|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/ui/layout/SubcomposeLayout.kt|kuiklyInfo.composeOffset += min(delta, toButtomDelta)|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/ui/layout/SubcomposeLayout.kt|kuiklyInfo.composeOffset = max(0f, kuiklyInfo.composeOffset + delta)|1|compose-transaction-or-native-ingress
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/ui/layout/SubcomposeLayout.kt|kuiklyInfo.composeOffset = offset.toFloat()|1|native-programmatic-echo-sync-without-compose-dispatch
compose-logical-offset|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/ui/node/KNode.kt|kuiklyInfo.composeOffset = correctedOffset.toFloat()|1|compose-transaction-or-native-ingress
compose-native-entry|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/foundation/gestures/ScrollExtensions.kt|kuiklyInfo.scrollView?.abortContentOffsetAnimate()|1|compose-tokenized-native-entry
compose-native-entry|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/gestures/KuiklyScrollInfo.kt|expected.prepareForComposeReuse(beforeNativePrepare = {|1|compose-tokenized-native-entry
compose-native-entry|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/gestures/KuiklyScrollInfo.kt|expected.prepareForComposeReuse(publishDetached)|1|compose-tokenized-native-entry
compose-native-entry|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/gestures/KuiklyScrollInfo.kt|previous.prepareForComposeReuse(publishReplacement)|1|compose-tokenized-native-entry
compose-native-entry|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/layout/SubcomposeLayoutEx.kt|sv.abortContentOffsetAnimate()|1|compose-tokenized-native-entry
compose-native-entry|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/material3/PullToRefresh.kt|ownerToken.scrollView.setContentInset(|1|compose-tokenized-native-entry
compose-native-entry|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/material3/PullToRefresh.kt|ownerToken.scrollView.setContentInsetWhenEndDrag(|1|compose-tokenized-native-entry
compose-native-entry|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/scroller/ScrollableStateExtensions.kt|targetScrollView.setContentOffset(|1|compose-tokenized-native-entry
compose-native-entry|compose/src/commonMain/kotlin/com/tencent/kuikly/compose/views/ScrollViewEx.kt|setContentOffset(|2|compose-tokenized-native-entry
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/LazyLoopDirectivesView.kt|listView!!.setContentOffset(0f, finalOffset, true)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/LazyLoopDirectivesView.kt|listView!!.setContentOffset(finalOffset, 0f, true)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/LazyLoopDirectivesView.kt|listView.setContentOffset(0f, offset, true)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/LazyLoopDirectivesView.kt|listView.setContentOffset(offset, 0f, true)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/LazyLoopDirectivesView.kt|listView?.abortContentOffsetAnimate()|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/LazyLoopDirectivesView.kt|listView?.setContentOffset(0f, finalOffset, false)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/LazyLoopDirectivesView.kt|listView?.setContentOffset(finalOffset, 0f, false)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/LazyLoopDirectivesView.kt|setContentOffset(0f, toOffset)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/LazyLoopDirectivesView.kt|setContentOffset(toOffset, 0f)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/ListViewUtil.kt|list.setContentOffset(0f, finalOffset, animate)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/directives/ListViewUtil.kt|list.setContentOffset(finalOffset, 0f, animate)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ListView.kt|it.setContentOffset(0f, it.getViewAttr().initContentOffset)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ListView.kt|it.setContentOffset(it.getViewAttr().initContentOffset, 0f)|1|legacy-scroller-fenced-by-synthetic-operation
core-tokenless-reuse-restore|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ListView.kt|callContentOffset(|1|android-pre-content-reuse-pending
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/PageListView.kt|(parent as PageListView<*, *>).setContentOffset(0f, index * pageListAttr.flexNode!!.styleHeight)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/PageListView.kt|(parent as PageListView<*, *>).setContentOffset(index * pageListAttr.flexNode!!.styleWidth, 0f)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/PageListView.kt|pageListView.setContentOffset(0f, index * pageListAttr.flexNode!!.styleHeight)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/PageListView.kt|pageListView.setContentOffset(index * pageListAttr.flexNode!!.styleWidth, 0f)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/PageListView.kt|setContentOffset(0f, targetScrollOffset, true, SpringAnimation(400, 1f, params.velocityY))|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/PageListView.kt|setContentOffset(targetScrollOffset, 0f, true, SpringAnimation(400, 1f, params.velocityX))|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/PageListView.kt|setContentOffset(x, y, animated, springAnimation)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/RefreshView.kt|scrollerView?.setContentInset(top = value, animated = true)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/RefreshView.kt|scrollerView?.setContentInsetWhenEndDrag(top = value)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/RefreshView.kt|scrollerView?.setContentOffset(0f, -flexNode.layoutFrame.height, animated = animated)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollPickerView.kt|scroller.setContentOffset(0f, finOffSet, true)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollPickerView.kt|scroller.setContentOffset(0f, finOffSet, true, SpringAnimation(200, 1.0f, 1f))|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollPickerView.kt|scroller.setContentOffset(0f, finOffSet, true, SpringAnimation(200, 1.0f, it.velocityY))|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollPickerView.kt|scroller.setContentOffset(0f, finOffSet, true, SpringAnimation(200,1.0f,1f))|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollPickerView.kt|scrollerRef?.setContentOffset(0f, attr.itemHeight * defaultIndex, false)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollPickerView.kt|scrollerRef?.setContentOffset(0f, attr.itemHeight * defaultIndex, true, SpringAnimation(200, 1.0f, 1f))|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollerView.kt|fun abortContentOffsetAnimate() {|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollerView.kt|fun setContentInset(|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollerView.kt|fun setContentInsetWhenEndDrag(|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollerView.kt|fun setContentOffset(|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollerView.kt|fun setContentOffset(offsetX: Float, offsetY: Float, animation: SetContentOffsetAnimation?) {|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/TabsView.kt|setContentOffset( offsetX, 0f, animated)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/compose/SliderPageView.kt|it.setContentOffset((index + 1)  * viewWidth + offset, 0f, animation)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/compose/SliderPageView.kt|it.setContentOffset(0f, (index + 1)  * viewHeight + offset, animation)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/compose/SliderPageView.kt|pageListRef.view?.setContentOffset(0f, offsetY + realContentHeight)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/compose/SliderPageView.kt|pageListRef.view?.setContentOffset(0f, offsetY - realContentHeight)|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/compose/SliderPageView.kt|pageListRef.view?.setContentOffset(offsetX + realContentWidth, 0f )|1|legacy-scroller-fenced-by-synthetic-operation
core-legacy-scroll-writer|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/compose/SliderPageView.kt|pageListRef.view?.setContentOffset(offsetX - realContentWidth, 0f)|1|legacy-scroller-fenced-by-synthetic-operation
core-native-bridge|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollerView.kt|renderView?.callMethod("abortContentOffsetAnimate")|1|core-token-wire-funnel
core-native-bridge|core/src/commonMain/kotlin/com/tencent/kuikly/core/views/ScrollerView.kt|renderView?.callMethod("prepareForComposeReuse", generation.toString())|1|core-token-wire-funnel
h5-async-fence|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|clickDetectionTimer = kuiklyWindow.setTimeout({|2|h5-tagged-async-fence
h5-async-fence|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|kuiklyWindow.setTimeout({|1|h5-tagged-async-fence
h5-async-fence|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|override fun prepareForComposeReuse(generation: Long) {|1|h5-tagged-async-fence
h5-async-fence|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|pendingReuseScrollEventTimer = kuiklyWindow.setTimeout({|2|h5-tagged-async-fence
h5-async-fence|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|scrollEndEventTimer = kuiklyWindow.setTimeout({|1|h5-tagged-async-fence
h5-async-fence|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|singleClickConfirmTimer = kuiklyWindow.setTimeout({|1|h5-tagged-async-fence
h5-async-fence|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|smoothScrollEndTimer = kuiklyWindow.setTimeout({|2|h5-tagged-async-fence
h5-async-fence|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|smoothScrollFrameId = kuiklyWindow.requestAnimationFrame(::checkFrame)|2|h5-tagged-async-fence
h5-async-fence|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|wheelStopTimer = kuiklyWindow.setTimeout({|1|h5-tagged-async-fence
h5-physical-writer|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|contentEle.style.transform = targetTransform|1|h5-web-operation-arbiter
h5-physical-writer|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|ele.scrollTo(|1|h5-web-operation-arbiter
h5-physical-writer|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|ele.scrollTo(ScrollToOptions(ele.scrollLeft, ele.scrollTop, ScrollBehavior.AUTO))|2|h5-web-operation-arbiter
h5-physical-writer|core-render-web/h5/src/jsMain/kotlin/com/tencent/kuikly/core/render/web/runtime/web/expand/components/list/H5ListView.kt|if (contentEle.style.transform == targetTransform) {|2|h5-web-operation-arbiter
